seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_12022	2913	No terminal repeats	5	11	0.8676	NA	0	0.4891	NA	NA
contig_26150	2783	No terminal repeats	8	11	0.8674	NA	0	0.0000	NA	NA
contig_5378	13658	No terminal repeats	18	11	0.8672	NA	0	0.6985	NA	NA
contig_17253	4321	No terminal repeats	9	11	0.8671	NA	0	0.0000	NA	NA
contig_17965	3160	No terminal repeats	3	11	0.8670	NA	0	0.8165	NA	NA
contig_10066	13638	No terminal repeats	13	11	0.8666	NA	0	0.0000	NA	NA
contig_14560	3614	No terminal repeats	3	11	0.8665	NA	0	1.7183	NA	NA
contig_6312	8058	No terminal repeats	10	11	0.8663	NA	0	1.0745	NA	NA
contig_11968	4161	No terminal repeats	6	11	0.8662	NA	0	0.0000	NA	NA
contig_17294	7146	No terminal repeats	5	11	0.8660	NA	0	0.0000	NA	NA
contig_23208	13796	No terminal repeats	22	11	0.8659	NA	0	0.5724	NA	NA
contig_15071	3972	No terminal repeats	6	11	0.8657	NA	0	0.0000	NA	NA
contig_19419	3852	No terminal repeats	7	11	0.8657	NA	0	0.0000	NA	NA
contig_3084	4259	No terminal repeats	6	11	0.8656	NA	0	0.4611	NA	NA
contig_13665	4209	No terminal repeats	6	11	0.8654	NA	0	0.0000	NA	NA
contig_23053	4172	No terminal repeats	8	11	0.8651	NA	0	0.0000	NA	NA
contig_20529	12820	No terminal repeats	21	11	0.8651	NA	0	0.8554	NA	NA
contig_4985	7350	No terminal repeats	8	11	0.8650	NA	0	0.0000	NA	NA
contig_20416	4719	No terminal repeats	7	11	0.8650	NA	0	0.0000	NA	NA
contig_16396	2663	No terminal repeats	4	11	0.8649	NA	0	0.0000	NA	NA
contig_5752	4960	No terminal repeats	5	11	0.8649	NA	0	0.0000	NA	NA
contig_22643	4369	No terminal repeats	8	11	0.8648	NA	0	0.0000	NA	NA
contig_22894	4501	No terminal repeats	5	11	0.8648	NA	0	1.7158	NA	NA
contig_5722	14946	No terminal repeats	17	11	0.8647	NA	0	1.0130	NA	NA
contig_168	27939	No terminal repeats	40	11	0.8645	NA	0	1.5719	NA	NF033693;NF033693
contig_8631	24232	No terminal repeats	26	11	0.8644	NA	0	2.0742	NA	NA
contig_12237	11184	No terminal repeats	23	11	0.8642	NA	0	0.8745	NA	NA
contig_12948	3612	No terminal repeats	11	11	0.8642	NA	0	0.0000	NA	NA
contig_4141	11548	No terminal repeats	16	11	0.8641	NA	0	0.0000	NA	NA
contig_9979	3836	No terminal repeats	5	11	0.8637	NA	0	0.9804	NA	NA
contig_25394	19817	No terminal repeats	27	11	0.8637	NA	0	0.0000	NA	NA
contig_4478	7704	No terminal repeats	15	11	0.8636	NA	0	0.0000	NA	NA
contig_11426	5975	No terminal repeats	9	11	0.8632	NA	0	0.0000	NA	NA
contig_20331	4066	No terminal repeats	5	11	0.8631	NA	0	0.0000	NA	NA
contig_3656	4476	No terminal repeats	7	11	0.8630	NA	0	0.8426	NA	NA
contig_2783	8575	No terminal repeats	8	11	0.8630	NA	0	0.0000	NA	NA
contig_16326	4794	No terminal repeats	8	4	0.8628	NA	0	0.0000	NA	NA
contig_19518	5044	No terminal repeats	7	11	0.8627	NA	0	0.0000	NA	NA
contig_9870	3394	No terminal repeats	7	11	0.8627	NA	0	0.0000	NA	NA
contig_13743	4915	No terminal repeats	12	11	0.8625	NA	0	0.0000	NA	NA
contig_226	6329	No terminal repeats	12	11	0.8624	NA	0	0.1246	NA	NA
contig_23563	12150	No terminal repeats	19	11	0.8624	NA	0	0.5583	NA	NA
contig_14076	2600	No terminal repeats	3	11	0.8623	NA	0	0.0000	NA	NA
contig_8026	5172	No terminal repeats	6	11	0.8621	NA	0	1.8832	NA	NA
contig_9041	11011	No terminal repeats	11	11	0.8620	NA	0	1.1456	NA	NA
contig_13575	8703	No terminal repeats	9	11	0.8617	NA	0	0.2308	NA	NA
contig_2676	4310	No terminal repeats	5	11	0.8616	NA	0	0.0000	NA	NA
contig_21655	5900	No terminal repeats	8	11	0.8616	NA	0	0.0000	NA	NA
contig_4735	6181	No terminal repeats	9	11	0.8614	NA	0	0.0000	NA	NA
contig_10337	7883	No terminal repeats	13	11	0.8613	NA	0	2.0534	NA	NA
contig_18241	5584	No terminal repeats	6	11	0.8610	NA	0	0.0000	NA	NA
contig_4475	7424	No terminal repeats	11	11	0.8609	NA	0	1.0922	NA	NA
contig_222	4485	No terminal repeats	8	11	0.8609	NA	0	1.1600	NA	NA
contig_16401	7484	No terminal repeats	10	11	0.8608	NA	0	2.0296	NA	NA
contig_8335	6959	No terminal repeats	9	11	0.8604	NA	0	0.0000	NA	NA
contig_21751	11437	No terminal repeats	7	11	0.8604	NA	0	0.0000	NA	NA
contig_16069	3553	No terminal repeats	5	15	0.8604	NA	0	0.0000	NA	NA
contig_9476	6658	No terminal repeats	8	11	0.8604	NA	0	2.8871	NA	NA
contig_2981	16024	No terminal repeats	21	11	0.8602	NA	0	0.5403	NA	NA
contig_19227	6783	No terminal repeats	11	11	0.8598	NA	0	0.2773	NA	NA
contig_23414	4410	No terminal repeats	6	11	0.8597	NA	0	0.4605	NA	NA
contig_2199	6597	No terminal repeats	8	11	0.8597	NA	0	3.3529	NA	NA
contig_20720	6537	No terminal repeats	13	11	0.8597	NA	0	1.3473	NA	NA
contig_19285	5782	No terminal repeats	10	11	0.8595	NA	0	0.0000	NA	NA
contig_4869	7219	No terminal repeats	6	11	0.8595	NA	0	0.0000	NA	NA
contig_2377	8966	No terminal repeats	9	11	0.8593	NA	0	1.5785	NA	NA
contig_13348	4413	No terminal repeats	7	11	0.8591	NA	0	0.0000	NA	NA
contig_3817	5287	No terminal repeats	8	11	0.8590	NA	0	0.6985	NA	NA
contig_14342	8815	No terminal repeats	13	11	0.8589	NA	0	0.0000	NA	NA
contig_3115	4223	No terminal repeats	6	11	0.8589	NA	0	0.0000	NA	NA
contig_105	9320	No terminal repeats	9	11	0.8588	NA	0	0.0000	NA	NA
contig_1626	4278	No terminal repeats	9	11	0.8588	NA	0	0.0000	NA	NA
contig_3463	3907	No terminal repeats	4	11	0.8585	NA	0	0.6562	NA	NA
contig_9716	5387	No terminal repeats	8	11	0.8583	NA	0	0.5074	NA	NA
contig_239	2804	No terminal repeats	2	11	0.8582	NA	0	0.0000	NA	NA
contig_11353	5430	No terminal repeats	7	11	0.8582	NA	0	0.0000	NA	NA
contig_8741	24830	No terminal repeats	18	11	0.8581	NA	0	1.6491	NA	NA
contig_13889	8071	No terminal repeats	14	11	0.8580	NA	0	0.0000	NA	NA
contig_9235	5459	No terminal repeats	7	11	0.8577	NA	0	0.0000	NA	NA
contig_25414	4799	No terminal repeats	8	11	0.8577	NA	0	2.7487	NA	NA
contig_7663	15186	No terminal repeats	19	11	0.8576	NA	0	0.0000	NA	NA
contig_23783	6220	No terminal repeats	10	11	0.8576	NA	0	0.0000	NA	NA
contig_3266	8966	No terminal repeats	14	11	0.8572	NA	0	1.4811	NA	NA
contig_21250	7587	No terminal repeats	9	11	0.8571	NA	0	0.0000	NA	NA
contig_4612	3204	No terminal repeats	4	11	0.8571	NA	0	0.0000	NA	NA
contig_22144	4539	No terminal repeats	2	4	0.8570	NA	0	0.0000	NA	NA
contig_7376	13624	No terminal repeats	16	11	0.8570	NA	0	2.0649	NA	NA
contig_16058	4030	No terminal repeats	3	11	0.8570	NA	0	0.0000	NA	NA
contig_19639	2530	No terminal repeats	3	11	0.8569	NA	0	0.0000	NA	NA
contig_14536	3290	No terminal repeats	3	11	0.8568	NA	0	0.0000	NA	NA
contig_8330	3343	No terminal repeats	5	11	0.8568	NA	0	0.0000	NA	NA
contig_12086	8955	No terminal repeats	17	11	0.8567	NA	0	2.2217	NA	NA
contig_6005	8799	No terminal repeats	13	11	0.8567	NA	0	0.0000	NA	NA
contig_738	3676	No terminal repeats	8	11	0.8563	NA	0	1.9648	NA	NA
contig_24288	6330	No terminal repeats	7	11	0.8563	NA	0	0.0000	NA	NA
contig_5762	24346	No terminal repeats	32	11	0.8560	NA	0	1.2570	NA	NA
contig_6139	5721	No terminal repeats	13	11	0.8559	NA	0	0.5787	NA	NA
contig_19501	6650	No terminal repeats	11	11	0.8556	NA	0	0.0000	NA	NA
contig_2137	10263	No terminal repeats	10	11	0.8556	NA	0	1.6107	NA	NA
contig_17743	4972	No terminal repeats	5	11	0.8555	NA	0	0.0000	NA	NA
contig_25374	11127	No terminal repeats	13	11	0.8554	NA	0	0.4488	NA	NA
contig_14605	7704	No terminal repeats	14	11	0.8552	NA	0	0.0000	NA	NA
contig_2715	6573	No terminal repeats	7	11	0.8552	NA	0	0.0000	NA	NA
contig_11044	9860	No terminal repeats	6	11	0.8549	NA	0	2.4958	NA	NA
contig_16345	5865	No terminal repeats	3	11	0.8546	NA	0	1.4012	NA	NA
contig_8300	3625	No terminal repeats	7	11	0.8545	NA	0	0.0000	NA	NA
contig_12930	4118	No terminal repeats	5	11	0.8544	NA	0	0.0000	NA	NA
contig_6881	17943	No terminal repeats	34	11	0.8543	NA	0	0.4800	NA	NA
contig_3435	6699	No terminal repeats	12	11	0.8540	NA	0	0.0000	NA	NA
contig_12593	5586	No terminal repeats	10	11	0.8539	NA	0	0.0000	NA	NA
contig_19689	5495	No terminal repeats	6	11	0.8539	NA	0	0.0000	NA	NA
contig_11746	7469	No terminal repeats	4	11	0.8537	NA	0	1.7183	NA	NA
contig_10491	6870	No terminal repeats	9	11	0.8536	NA	0	1.5575	NA	NA
contig_16911	10529	No terminal repeats	18	11	0.8534	NA	0	0.8691	NA	NA
contig_9452	6757	No terminal repeats	1	11	0.8528	NA	0	0.0000	NA	NA
contig_3222	12970	No terminal repeats	12	11	0.8528	NA	0	1.3608	NA	NA
contig_11099	4786	No terminal repeats	7	11	0.8527	NA	0	0.0000	NA	NA
contig_9321	5888	No terminal repeats	9	11	0.8526	NA	0	0.0000	NA	NA
contig_4479	2630	No terminal repeats	5	11	0.8526	NA	0	0.0000	NA	NA
contig_4459	4998	No terminal repeats	4	11	0.8526	NA	0	0.0000	NA	NA
contig_2141	3667	No terminal repeats	7	11	0.8526	NA	0	1.6170	NA	NA
contig_8743	8418	No terminal repeats	9	11	0.8524	NA	0	0.0000	NA	NA
contig_17414	2535	No terminal repeats	3	11	0.8519	NA	0	0.0000	NA	NA
contig_17332	3142	No terminal repeats	6	11	0.8519	NA	0	0.0000	NA	NA
contig_7809	5294	No terminal repeats	9	11	0.8519	NA	0	0.0000	NA	NA
contig_4838	2762	No terminal repeats	4	11	0.8517	NA	0	0.0000	NA	NA
contig_179	3380	No terminal repeats	4	11	0.8517	NA	0	1.1235	NA	NA
contig_16692	2986	No terminal repeats	4	11	0.8515	NA	0	0.0000	NA	NA
contig_8006	5350	No terminal repeats	8	11	0.8514	NA	0	0.1918	NA	NA
contig_8977	3742	No terminal repeats	7	11	0.8514	NA	0	0.0000	NA	NA
contig_18704	14742	No terminal repeats	11	11	0.8513	NA	0	1.9625	NA	NA
contig_24522	10519	No terminal repeats	9	11	0.8510	NA	0	2.9188	NA	NA
contig_12609	7967	No terminal repeats	9	11	0.8510	NA	0	0.0000	NA	NA
contig_4608	4674	No terminal repeats	11	11	0.8506	NA	0	0.0000	NA	NA
contig_17141	3393	No terminal repeats	4	11	0.8505	NA	0	0.0000	NA	NA
contig_16528	3733	No terminal repeats	6	11	0.8503	NA	0	0.0000	NA	NA
contig_4359	11208	No terminal repeats	8	11	0.8503	NA	0	1.4807	NA	NA
contig_3535	3718	No terminal repeats	8	11	0.8503	NA	0	0.5647	NA	NA
contig_23675	10636	No terminal repeats	20	11	0.8501	NA	0	0.4686	NA	NA
contig_14075	5459	No terminal repeats	9	11	0.8499	NA	0	0.0000	NA	NA
contig_4795	5480	No terminal repeats	6	11	0.8496	NA	0	0.0000	NA	NA
contig_20310	3293	No terminal repeats	7	11	0.8495	NA	0	0.0000	NA	NA
contig_21969	2638	No terminal repeats	5	11	0.8495	NA	0	0.0000	NA	NA
contig_23409	5537	No terminal repeats	8	11	0.8493	NA	0	0.1589	NA	NA
contig_4084	4460	No terminal repeats	3	11	0.8491	NA	0	0.0000	NA	NA
contig_1339	11159	No terminal repeats	15	11	0.8490	NA	0	1.6984	NA	NA
contig_13404	16953	No terminal repeats	25	11	0.8488	NA	0	1.1872	NA	NA
contig_13543	4907	No terminal repeats	6	11	0.8482	NA	0	1.8610	NA	NA
contig_19998	5048	No terminal repeats	5	11	0.8475	NA	0	1.1292	NA	NA
contig_1614	6986	No terminal repeats	7	11	0.8472	NA	0	3.8650	NA	NA
contig_16221	3035	No terminal repeats	3	11	0.8472	NA	0	1.7012	NA	NA
contig_26186	6437	No terminal repeats	5	11	0.8471	NA	0	0.0000	NA	NA
contig_25997	12505	No terminal repeats	15	11	0.8471	NA	0	4.1195	NA	NA
contig_13508	7780	No terminal repeats	11	11	0.8469	NA	0	0.0000	NA	NA
contig_2354	22646	No terminal repeats	24	11	0.8469	NA	0	0.0320	NA	NA
contig_8240	3039	No terminal repeats	8	11	0.8467	NA	0	0.0000	NA	NA
contig_24583	11842	No terminal repeats	19	11	0.8466	NA	0	0.0000	NA	NA
contig_17668	8027	No terminal repeats	12	11	0.8465	NA	0	0.0000	NA	NA
contig_25961	14611	No terminal repeats	18	11	0.8464	NA	0	0.0000	NA	NA
contig_16261	5003	No terminal repeats	8	4	0.8463	NA	0	0.0000	NA	NA
contig_19221	4064	No terminal repeats	6	11	0.8461	NA	0	0.9225	NA	NA
contig_5307	19251	No terminal repeats	17	11	0.8458	NA	0	1.3338	NA	NA
contig_15439	3310	No terminal repeats	5	11	0.8457	NA	0	0.0000	NA	NA
contig_24364	13942	No terminal repeats	23	11	0.8454	NA	0	0.7745	NA	NA
contig_7347	3479	No terminal repeats	9	11	0.8453	NA	0	0.0000	NA	NA
contig_24615	6042	No terminal repeats	10	11	0.8453	NA	0	1.0459	NA	NA
contig_6249	7033	No terminal repeats	9	11	0.8452	NA	0	0.5457	NA	NA
contig_11713	3168	No terminal repeats	5	11	0.8452	NA	0	0.9791	NA	NA
contig_5430	3573	No terminal repeats	5	11	0.8451	NA	0	1.3878	NA	NA
contig_10688	13414	No terminal repeats	31	11	0.8449	NA	0	0.1194	NA	NA
contig_6443	7174	No terminal repeats	5	11	0.8449	NA	0	0.0000	NA	NA
contig_8737	6404	No terminal repeats	6	11	0.8449	NA	0	1.8173	NA	NA
contig_15972	3791	No terminal repeats	4	11	0.8449	NA	0	0.0000	NA	NA
contig_20908	4232	No terminal repeats	4	11	0.8448	NA	0	0.0000	NA	NA
contig_4915	3679	No terminal repeats	8	11	0.8446	NA	0	1.0638	NA	NA
contig_18712	8217	No terminal repeats	14	11	0.8446	NA	0	0.0000	NA	NA
contig_9938	4320	No terminal repeats	7	11	0.8445	NA	0	0.9180	NA	NA
contig_24439	2816	No terminal repeats	4	11	0.8444	NA	0	0.6829	NA	NA
contig_9731	13428	No terminal repeats	13	11	0.8444	NA	0	1.1918	NA	NF000091
contig_19226	5055	No terminal repeats	4	11	0.8443	NA	0	0.2667	NA	NA
contig_20922	3957	No terminal repeats	6	11	0.8436	NA	0	0.0000	NA	NA
contig_24668	6345	No terminal repeats	8	11	0.8435	NA	0	0.0000	NA	NA
contig_22254	4004	No terminal repeats	1	11	0.8435	NA	0	0.0000	NA	NA
contig_23083	5011	No terminal repeats	8	11	0.8435	NA	0	0.1878	NA	NA
contig_5182	3249	No terminal repeats	5	11	0.8434	NA	0	1.5998	NA	NA
contig_25857	10533	No terminal repeats	18	11	0.8432	NA	0	0.6109	NA	NA
contig_15184	12061	No terminal repeats	21	11	0.8431	NA	0	0.0000	NA	NA
contig_25578	9558	No terminal repeats	11	11	0.8430	NA	0	3.8529	NA	NA
contig_8746	2513	No terminal repeats	2	11	0.8428	NA	0	0.0000	NA	NA
contig_22357	4703	No terminal repeats	5	11	0.8426	NA	0	0.0000	NA	NA
contig_18943	3775	No terminal repeats	10	11	0.8425	NA	0	0.0000	NA	NA
contig_13060	3500	No terminal repeats	2	11	0.8420	NA	0	0.6479	NA	NA
contig_22974	5339	No terminal repeats	9	11	0.8417	NA	0	0.0000	NA	NA
contig_8913	16577	No terminal repeats	19	11	0.8412	NA	0	2.3998	NA	NA
contig_8999	9291	No terminal repeats	11	11	0.8412	NA	0	0.0000	NA	NA
contig_10073	3972	No terminal repeats	5	11	0.8410	NA	0	0.0000	NA	NA
contig_12451	3659	No terminal repeats	6	11	0.8409	NA	0	0.1409	NA	NA
contig_8456	4144	No terminal repeats	3	11	0.8406	NA	0	0.0000	NA	NA
contig_10706	2956	No terminal repeats	5	11	0.8404	NA	0	1.0812	NA	NA
contig_10855	4505	No terminal repeats	3	11	0.8401	NA	0	0.0000	NA	NA
contig_22222	4356	No terminal repeats	2	11	0.8395	NA	0	0.0000	NA	NA
contig_20336	6507	No terminal repeats	8	11	0.8391	NA	0	0.0000	NA	NA
contig_13924	7578	No terminal repeats	12	11	0.8385	NA	0	0.9882	NA	NA
contig_6094	3292	No terminal repeats	6	11	0.8382	NA	0	0.0000	NA	NA
contig_12348	3542	No terminal repeats	6	11	0.8382	NA	0	0.0000	NA	NA
contig_22536	6743	No terminal repeats	11	11	0.8380	NA	0	0.0000	NA	NA
contig_12922	2791	No terminal repeats	6	11	0.8380	NA	0	0.0000	NA	NA
contig_9007	4004	No terminal repeats	6	11	0.8377	NA	0	0.0000	NA	NA
contig_4697	7668	No terminal repeats	8	11	0.8375	NA	0	1.7207	NA	NA
contig_21787	4425	No terminal repeats	7	11	0.8373	NA	0	0.0000	NA	NA
contig_19219	7457	No terminal repeats	8	11	0.8367	NA	0	0.9225	NA	NA
contig_2128	18594	No terminal repeats	27	11	0.8366	NA	0	1.2931	NA	NA
contig_24410	5730	No terminal repeats	7	11	0.8366	NA	0	0.5755	NA	NA
contig_18235	8047	No terminal repeats	14	11	0.8365	NA	0	1.9527	NA	NA
contig_20256	8378	No terminal repeats	8	11	0.8365	NA	0	0.0000	NA	NA
contig_11007	9213	No terminal repeats	11	11	0.8364	NA	0	0.6953	NA	NA
contig_24739	18510	No terminal repeats	22	11	0.8362	NA	0	1.4165	NA	NA
contig_6450	2659	No terminal repeats	3	11	0.8361	NA	0	0.0000	NA	NA
contig_3374	4576	No terminal repeats	7	11	0.8359	NA	0	0.0000	NA	NA
contig_24508	7453	No terminal repeats	15	11	0.8359	NA	0	0.0000	NA	NA
contig_18700	4749	No terminal repeats	9	11	0.8354	NA	0	0.0000	NA	NA
contig_1907	3079	No terminal repeats	4	11	0.8353	NA	0	0.0000	NA	NA
contig_1755	8243	No terminal repeats	14	11	0.8353	NA	0	0.3019	NA	NA
contig_12280	13389	No terminal repeats	21	11	0.8352	NA	0	1.4026	NA	NA
contig_12175	7283	No terminal repeats	11	11	0.8350	NA	0	0.6400	NA	NA
contig_9281	9154	No terminal repeats	10	11	0.8347	NA	0	1.8835	NA	NA
contig_12308	3259	No terminal repeats	3	11	0.8344	NA	0	0.0000	NA	NA
contig_10791	4517	No terminal repeats	7	11	0.8341	NA	0	0.0000	NA	NA
contig_13558	3089	No terminal repeats	7	11	0.8340	NA	0	0.0000	NA	NA
contig_16095	5269	No terminal repeats	4	11	0.8339	NA	0	0.0000	NA	NA
contig_1648	24968	No terminal repeats	34	11	0.8338	NA	0	1.0579	NA	NA
contig_21889	4670	No terminal repeats	5	11	0.8337	NA	0	0.0000	NA	NA
contig_2223	5551	No terminal repeats	9	11	0.8332	NA	0	0.0000	NA	NA
contig_15048	4539	No terminal repeats	9	11	0.8330	NA	0	1.4642	NA	NA
contig_12610	8404	No terminal repeats	8	11	0.8329	NA	0	0.9063	NA	NA
contig_11424	12780	No terminal repeats	12	11	0.8328	NA	0	1.1872	NA	NA
contig_21714	3214	No terminal repeats	6	11	0.8327	NA	0	0.0000	NA	NA
contig_3228	3991	No terminal repeats	6	11	0.8325	NA	0	0.0000	NA	NA
contig_11759	5395	No terminal repeats	5	11	0.8323	NA	0	0.0000	NA	NA
contig_11738	3613	No terminal repeats	7	11	0.8322	NA	0	0.0000	NA	NA
contig_12056	13123	No terminal repeats	16	11	0.8322	NA	0	1.4763	NA	NA
contig_16596	3274	No terminal repeats	3	11	0.8321	NA	0	0.0000	NA	NA
contig_7534	4097	No terminal repeats	11	11	0.8321	NA	0	0.0000	NA	NA
contig_8322	5053	No terminal repeats	7	11	0.8320	NA	0	0.0000	NA	NA
contig_10610	5014	No terminal repeats	6	11	0.8318	NA	0	0.9851	NA	NA
contig_15004	4119	No terminal repeats	9	11	0.8318	NA	0	0.0000	NA	NA
contig_18698	6068	No terminal repeats	12	11	0.8314	NA	0	2.7001	NA	NA
contig_4753	4328	No terminal repeats	9	11	0.8313	NA	0	0.0000	NA	NA
contig_3948	4130	No terminal repeats	5	11	0.8313	NA	0	0.0000	NA	NA
contig_309	3047	No terminal repeats	5	11	0.8312	NA	0	0.6139	NA	NA
contig_2138	12251	No terminal repeats	18	11	0.8312	NA	0	0.6365	NA	NA
contig_4925	4555	No terminal repeats	9	11	0.8310	NA	0	0.0000	NA	NA
contig_18143	4500	No terminal repeats	6	11	0.8300	NA	0	0.0000	NA	NA
contig_11535	13372	No terminal repeats	10	11	0.8295	NA	0	0.5265	NA	NA
contig_8549	10969	No terminal repeats	3	11	0.8294	NA	0	0.4094	NA	NA
contig_25041	7067	No terminal repeats	10	11	0.8291	NA	0	0.2612	NA	NA
contig_14494	8671	No terminal repeats	12	11	0.8288	NA	0	1.7129	NA	NA
contig_24798	2632	No terminal repeats	5	11	0.8288	NA	0	0.8684	NA	NA
contig_24480	4638	No terminal repeats	5	11	0.8288	NA	0	0.9967	NA	NA
contig_22510	4411	No terminal repeats	8	11	0.8286	NA	0	0.0000	NA	NA
contig_6947	2987	No terminal repeats	4	11	0.8285	NA	0	0.0000	NA	NA
contig_17193	5567	No terminal repeats	8	11	0.8284	NA	0	0.0000	NA	NA
contig_15394	2603	No terminal repeats	5	11	0.8283	NA	0	0.0000	NA	NA
contig_22508	4877	No terminal repeats	8	11	0.8283	NA	0	0.2946	NA	NA
contig_16196	6990	No terminal repeats	10	11	0.8282	NA	0	0.0000	NA	NA
contig_1777	14623	No terminal repeats	20	11	0.8282	NA	0	0.2532	NA	NA
contig_25026	5487	No terminal repeats	5	11	0.8281	NA	0	0.0000	NA	NA
contig_12217	7956	No terminal repeats	14	11	0.8280	NA	0	0.0000	NA	NA
contig_22947	3689	No terminal repeats	4	11	0.8280	NA	0	0.1566	NA	NA
contig_18103	4035	No terminal repeats	9	11	0.8279	NA	0	0.0000	NA	NA
contig_16420	4822	No terminal repeats	4	11	0.8279	NA	0	0.0000	NA	NA
contig_10037	4220	No terminal repeats	11	11	0.8277	NA	0	1.0583	NA	NA
contig_6007	4729	No terminal repeats	7	11	0.8276	NA	0	0.0000	NA	NA
contig_22317	3778	No terminal repeats	4	11	0.8275	NA	0	0.0000	NA	NA
contig_11497	5818	No terminal repeats	11	11	0.8270	NA	0	0.0000	NA	NA
contig_6449	3989	No terminal repeats	9	11	0.8269	NA	0	0.0000	NA	NA
contig_24169	17230	No terminal repeats	18	11	0.8267	NA	0	0.3803	NA	NA
contig_17675	4003	No terminal repeats	5	11	0.8266	NA	0	0.0000	NA	NA
contig_14761	5510	No terminal repeats	7	11	0.8266	NA	0	0.0000	NA	NA
contig_8734	3436	No terminal repeats	6	11	0.8264	NA	0	1.3693	NA	NA
contig_12346	7375	No terminal repeats	11	11	0.8264	NA	0	0.6971	NA	NA
contig_2013	4121	No terminal repeats	6	11	0.8264	NA	0	0.0000	NA	NA
contig_25356	29890	No terminal repeats	31	11	0.8263	NA	1	0.5456	MOBP1	NA
contig_11959	6218	No terminal repeats	9	11	0.8259	NA	0	0.0000	NA	NA
contig_14176	5359	No terminal repeats	9	11	0.8252	NA	0	0.0000	NA	NA
contig_6558	3756	No terminal repeats	6	11	0.8251	NA	0	1.2274	NA	NA
contig_6221	8401	No terminal repeats	16	11	0.8250	NA	0	0.0000	NA	NA
contig_25656	2513	No terminal repeats	2	11	0.8248	NA	0	0.0000	NA	NA
contig_8742	13222	No terminal repeats	13	11	0.8248	NA	0	1.4026	NA	NA
contig_8481	3187	No terminal repeats	2	11	0.8244	NA	0	0.0000	NA	NA
contig_26066	6522	No terminal repeats	6	11	0.8244	NA	0	0.0000	NA	NA
contig_11947	4461	No terminal repeats	6	11	0.8242	NA	0	0.0000	NA	NA
contig_21794	9371	No terminal repeats	14	11	0.8241	NA	0	0.8690	NA	NA
contig_14772	5504	No terminal repeats	6	11	0.8241	NA	0	0.0000	NA	NA
contig_9319	4209	No terminal repeats	6	11	0.8238	NA	0	0.0000	NA	NA
contig_7104	2669	No terminal repeats	2	11	0.8237	NA	0	0.0000	NA	NA
contig_9854	6504	No terminal repeats	10	11	0.8236	NA	0	0.0000	NA	NA
contig_3921	26441	No terminal repeats	24	11	0.8236	NA	0	2.0825	NA	NA
contig_4498	3836	No terminal repeats	11	11	0.8235	NA	0	0.0000	NA	NA
contig_4661	11618	No terminal repeats	15	11	0.8233	NA	0	0.9149	NA	NA
contig_24451	5447	No terminal repeats	7	11	0.8231	NA	0	2.2763	NA	NA
contig_19248	4297	No terminal repeats	12	11	0.8228	NA	0	0.0000	NA	NA
contig_3123	2808	No terminal repeats	3	11	0.8226	NA	0	0.0000	NA	NA
contig_18094	3654	No terminal repeats	7	11	0.8225	NA	0	0.0000	NA	NA
contig_13290	6747	No terminal repeats	11	11	0.8224	NA	0	0.6916	NA	NA
contig_4040	28554	No terminal repeats	30	11	0.8224	NA	0	0.1481	NA	NA
contig_10559	4406	No terminal repeats	4	11	0.8221	NA	0	0.0000	NA	NA
contig_223	2909	No terminal repeats	4	11	0.8218	NA	0	0.0000	NA	NA
contig_1581	11706	No terminal repeats	17	11	0.8215	NA	0	0.4337	NA	NA
contig_7834	15400	No terminal repeats	26	11	0.8211	NA	0	0.7589	NA	NA
contig_19046	3879	No terminal repeats	5	11	0.8211	NA	0	0.0000	NA	NA
contig_14779	5765	No terminal repeats	6	11	0.8208	NA	0	1.8044	NA	NA
contig_20780	2763	No terminal repeats	6	11	0.8207	NA	0	0.0000	NA	NA
contig_13858	6789	No terminal repeats	13	11	0.8207	NA	0	0.0000	NA	NA
contig_18520	5027	No terminal repeats	11	11	0.8204	NA	0	0.0000	NA	NA
contig_14363	2968	No terminal repeats	4	11	0.8203	NA	0	0.0000	NA	NA
contig_14527	5775	No terminal repeats	9	11	0.8203	NA	0	1.0397	NA	NA
contig_17480	5273	No terminal repeats	11	11	0.8203	NA	0	0.0000	NA	NA
contig_7632	11846	No terminal repeats	15	11	0.8200	NA	0	1.1440	NA	NA
contig_19740	4264	No terminal repeats	6	11	0.8195	NA	0	1.3745	NA	NA
contig_9088	3920	No terminal repeats	7	11	0.8194	NA	0	0.0000	NA	NA
contig_1591	3334	No terminal repeats	5	11	0.8194	NA	0	0.0000	NA	NA
contig_2391	18557	No terminal repeats	23	11	0.8194	NA	0	0.0523	NA	NA
contig_6779	4588	No terminal repeats	8	11	0.8194	NA	0	0.0000	NA	NA
contig_22410	6931	No terminal repeats	12	11	0.8193	NA	0	1.7183	NA	NA
contig_23773	5683	No terminal repeats	9	11	0.8192	NA	0	0.0000	NA	NA
contig_3812	3576	No terminal repeats	3	11	0.8190	NA	0	0.0000	NA	NA
contig_23526	3904	No terminal repeats	6	11	0.8190	NA	0	0.0000	NA	NA
